Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Coordination,Last update
147.36,0.6,CSQ,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,179.8,NE,,147.36,147.96,CSQ,CSQ,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club,WB0CMC,
