Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,286.4,SE,,147.04,147.64,88.5,Hansford,Unknown,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,
