Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,201,NW,,444.5,449.5,123,Sweetwater,On-Air,Sweetwater ARC,
