Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Coordination,Last update
447.1125,-5,CC11,K7DRA,Rock Springs,WY,OPEN,,200.3,NW,,447.1125,442.1125,,,11,,Sweetwater,On-Air,Rock Springs,WRCG,
