Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Affiliate,Web links,Last update
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,194.7,N,,449.475,444.475,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Sweetwater,On-Air,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,K7DRA,Mountain West Radio Group Wyoming,http://www.alcomdra.com,
