Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,EchoLink,Last update
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,190,NW,,222.4,224,123,Sweetwater,On-Air,Wide Area,DRAWZM,Mountain West Radio Group,824055,
