Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,Coordination,Last update
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,190,NW,,146.94,146.34,100,Sweetwater,On-Air,Wide area.,Sweetwater ARC,Full-time to the  HERC System .,357388,WRCG,
