Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Web links,Coordination,Last update
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,130.1,WNW,,448.275,443.275,107.2,San Pete,On-Air,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Sanpete Co SO,Autopatch.,3576,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,
