Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,100.8,NE,,449.8,444.8,107.2,Garfield,On-Air,8,GMRA Repeaters,CCARC,
