Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
447.525,-5,107.2,K2NWS,"Kearns,  Bacchus Hill",UT,OPEN,,169,NW,,447.525,442.525,107.2,107.2,Salt Lake,On-Air,Salt Lake Valley communities from Draper to north Davis County,KF6RAL,5,National Weather Service Alerts,UVHFS,
