Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,148.8,N,,448.95,443.95,151.4,Laramie,On-Air,Local,WRCG,
