Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,249.9,E,,145.235,144.635,114.8,Laramie,On-Air,Local: Cheyenne.,N7GT,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,WRCG,
