Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Notes,Last update
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,249.9,E,,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,
