Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,249.4,E,,447.025,442.025,,Laramie,Unknown,WRCG,
