Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Commands,Web links,Coordination,Last update
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,231.3,E,,446.7875,441.7875,,,1,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",http://www.w0tx.org/,CCARC,
