Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,AllStar,Commands,Coordination,Last update
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,207.7,E,,447.175,442.175,100,100,Denver,On-Air,W0JRL,201712,29997,Standard AllStar Link access commands.,CCARC,
