Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Web links,Coordination,Last update
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,252.1,SE,,147.15,147.75,88.5,Texas,On-Air,DBARC,"Linked, WX.",Full-time to the  Caprock Intertie System .,http://caprockintertie.org/,ORSI,
