Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Links,Notes,Coordination,Last update
146.92,-0.6,123,N7TOP,"Corinne, Promontory Point",UT,OPEN,,213.8,NW,,146.92,146.32,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",6,UVHFS,
