Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Web links,Last update
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,192.6,S,,51.5,51.5,100,Taos,On-Air,Taos ARC,Taos Amateur Radio Club,
