Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Last update
147.27,0.6,,,Colorado Springs,CO,OPEN,,215.7,ESE,,147.27,147.87,,El Paso,On-Air,TRA,E-power.,
