Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Mixed-Mode,Notes,Web links,Coordination,Last update
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,213,ESE,,145.265,144.665,100,100,,Open ↑ / Open ↓,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",Yes; analog capable.,Repeater has been moved.,PPFMA Repeaters,CCARC,
