Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,IRLP,Coordination,Last update
449.825,-5,123,N7ARR,Mesquite,NV,OPEN,I,261.3,SW,,449.825,444.825,123,123,Clark,On-Air,3705,SNRC,
