Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Last update
448.2,-5,,WB7EVI,"Camp Verde,  Squaw Peak",AZ,CLOSED,,282.3,SW,,448.2,443.2,,Yavapai,Unknown,Northlink,E-power,
