Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,115.1,SE,,444,449,67,Huerfano,On-Air,http://www.sjcham.com,
