Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,184.7,NNW,,146.68,146.08,123,CSQ,Morgan,On-Air,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Amateur Radio, Inc","Autopatch, linked to (145.490).",UVHFS,
