Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Last update
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,264.2,NE,,444.825,449.825,,Scotts Bluff,On-Air,W0KAV/KW0R,"Autopatch, e-power.",
