Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Notes,Coordination,Last update
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,188.1,NNW,,449.55,444.55,100,Summit,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",IRLP,PL 131.8? Node usually connected to  5620 .,UVHFS,
