Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,188.1,NNW,,448.9,443.9,,Summit,Unknown,"Wide area: Park City, Heber, Coalville and other nearby communities.","Remote base, 9,304'.",UVHFS,
