Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,191.5,ESE,,145.295,144.695,107.2,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,CMRG Repeaters,CCARC,
