Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,215.1,E,,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,"Closed autopatch, e-power.",CCARC,
