Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,115,WNW,,224.64,223.04,,San Pete,Unknown,Wasatch Front from Payson to Tremonton.,E-power.,UVHFS,
