Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Notes,Coordination,Last update
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,174,NW,,449.175,444.175,131.8,Utah,On-Air,Utah Valley.,4,UVHFS,
