Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Web links,Coordination,Last update
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,147.2,NW,,447.975,442.975,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",Utah,On-Air,20,https://nt3st.zzt.net,UVHFS,
