Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,162.2,SSE,,224,222.4,100,Bernalillo,On-Air,Wide area.,NMFCC,
