Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Notes,Coordination,Last update
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,213.8,NNW,,145.445,144.845,110.9,Fremont,On-Air,Lander and north to Wind River Canyon and south in the Wind River Mountains.,"KC7CJN, WB7CJT",FCARS,5,WRCG,
