Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Coordination,Last update
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,191.9,NW,,449.95,444.95,123,Davis,On-Air,Ogden and South Ogden area.,City of Clearfield.,4,3876,UVHFS,
