Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,186.8,SE,,444,449,141.3,141.3,Hamilton,On-Air,,SKECT,E-power.,Full-time to the  SKECT System .,http://skect.org/default.aspx,Kansas Repeater Council,
