Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,264.9,SE,,444.525,449.525,141.3,141.3,Grant,On-Air,,SKECT,E-power.,Full-time to the  SKECT System .,http://skect.org/default.aspx,Kansas Repeater Council,
