Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Web links,Coordination,Last update
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,232.7,SE,,442.5,447.5,141.3,141.3,Finney,On-Air,,SKECT,E-power.,Full-time to the  SKECT System .,3885,http://skect.org/default.aspx,Kansas Repeater Council,
