Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,133.1,ESE,,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,830619,CCARC,
