Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,90.4,E,,147.36,147.96,100,Delta,Unknown,W0ALC,CCARC,
