Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Web links,Coordination,Last update
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,156.6,W,,447.35,442.35,107.2,Delta,Unknown,Grand Mesa Repeater Assoc (GMRA),GMRA Repeaters,CCARC,
