Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,130.6,E,,449.6,444.6,107.2,Garfield,On-Air,Wide area.,e-power Linked to GMRA open system,http://www.gmra.org,CCARC,
