Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Links,Notes,Coordination,Last update
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,127.3,WNW,,447.6,442.6,,Garfield,Unknown,40,Ski Country ARC (SCARC),50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,CCARC,
