Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,EchoLink,IRLP,Coordination,Last update
449.3,-5,103.5,W7BOZ,Logan,UT,OPEN,EI,220.4,NNW,,449.3,444.3,103.5,Cache,On-Air,W7BOZ,"EchoLink, IRLP.",558836,7576,UVHFS,
