Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
145.29,-0.6,127.3,K7YCA,"Cottonwood, Mingus Mountain",AZ,OPEN,,282,SW,,145.29,144.69,127.3,Yavapai,On-Air,E-power.,ARCA,
