Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,EchoLink,Coordination,Last update
224.08,-1.6,156.7,KI6FH,"Cottonwood, Mingus Mountain",AZ,OPEN,E,282,SW,,224.08,222.48,156.7,CSQ,Yavapai,On-Air,877991,ARCA,
