Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Features,Notes,Nets,Web links,Coordination,Last update
146.82,-0.6,162.2,W7ARA,"Cottonwood, Mingus Mountain",AZ,OPEN,,282,SW,,146.82,146.22,162.2,CSQ,Yavapai,DM34wq,On-Air,Arizona Repeater Assoc,Arizona Repeater Assoc,E-power.,Full-time to the Arizona Rptr Assoc (Metrolink) System.,"AZ Emergency: Mon at 21:00, Maricopa New Ham Net Thursday 19:00",http://w7ara.org,ARCA,
