Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
449.7,-5,,N7CI,"Cottonwood,  Mingus Mountain",AZ,CLOSED,,282,SW,,449.7,444.7,,Yavapai,On-Air,SARBA,"Remote base, linked.",ARCA,
