Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Nets,Web links,Coordination,Last update
147,0.6,162.2,K7MRG,"Cottonwood, Mingus Mountain",AZ,OPEN,,282,SW,,147,147.6,162.2,162.2,Yavapai,On-Air,Mingus Mountain Repeater Group,"E-power, LiTZ.","MMRG: Tue at 19:30. 
Linked Nets, Phoenix Downunder mornings at 0415-0530 local. 
Mingus Roundtable: Daily at 06:00-07:00. 
Mercury Net: Sundays at 19:00.",Mingus Mountain Repeater Group Inc.,ARCA,
