Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Last update
446.45,-5,100,KJ7NW,Cottonwood,AZ,OPEN,,275,SW,,446.45,441.45,100,Yavapai,Unknown,
