Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,AllStar,Notes,Coordination,Last update
927.1125,-25,D432,WB7BYV,"Cottonwood, Mingus Mountain",AZ,OPEN,EA,282,SW,,927.1125,902.1125,D432,D432,Yavapai,On-Air,,WB7BYV,7,"Full-time to  
        927.12500 (K7QDX) at Prescott, Mt Union, AZ .
 


Full-time to  
        927.38750 (WB7BYV) at Prescott, AZ .
 


Full-time to  
        927.07500 (WB7BYV) at Williams, Bill Williams Mountain, AZ .",204752,41510,"New frequency, improved reciever preformance.",ARCA,
