Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
449.725,-5,110.9,WA7JC,"Cottonwood,  Mingus Mountain",AZ,OPEN,,282,SW,,449.725,444.725,110.9,Yavapai,On-Air,WA7JC,E-power.,ARCA,
