Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
448.5,-5,100,W7ARA,"Cottonwood, Mingus Mountain",AZ,OPEN,,282,SW,,448.5,443.5,100,Yavapai,On-Air,Arizona Repeater Assoc,E-power.,Arizona Repeater Assoc,ARCA,
