Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,141.1,NW,,447.275,442.275,100,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,UVHFS,
