Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Features,Coordination,Last update
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,78.4,WNW,,223.92,222.32,88.5,Emery,Unknown,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,"Remote base, 8,702'.",UVHFS,
