Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,134.9,NNW,,147.38,147.98,100,Duchesne,On-Air,Wide area.,UVHFS,
