Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,EchoLink,Coordination,Last update
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,154.9,WNW,,146.92,146.32,136.5,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,458695,UVHFS,
