Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update
147.1,0.6,100,N7GGN,"Holden, Beesting Peak",UT,OPEN,,143.3,WNW,,147.1,147.7,100,Sevier,On-Air,"Wide area: West Desert, Nephi to Delta, Fillmore to Manti, Mt. Pleasant, Richfield",Closed autopatch.,http://www.skylineradioclub.com/repeaters.html,UVHFS,
