Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Last update
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,153.9,NNE,,147.33,147.93,,CSQ,Niobrara,On-Air,
