Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,154.6,S,,449.45,444.45,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",Bernalillo,On-Air,,The Upper Rio FM Society,http://www.urfmsi.org,NMFCC,
