Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,IRLP,Web links,Coordination,Last update
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,207.8,E,,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,E-power.,3854,CMRG Repeaters,CCARC,
