Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Last update
927.55,-25,,K7OET,"St. George, Webb Hill",UT,OPEN,,240.7,WSW,,927.55,902.55,,114.8,Washington,Testing,Washington County,K7OET,
