Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Notes,Coordination,Last update
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,239.2,NW,,449.975,444.975,127.3,CSQ,Fremont,On-Air,35,WYAME Amatuer Radio Club.,Fremont County DSTAR Digital Group.,E-power (batt),"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",WRCG,
